Nazwisko aktualne,Liczba
PRZYLEPA,84
PUSZKAREK,84
PUSZKARZ,84
RASZYK,84
RAZOWSKI,84
REWKOWSKI,84
ROLIK,84
ROSIEJKA,84
RUPOCIŃSKI,84
RUSOŃ,84
RYGLOWSKI,84
RZEPPA,84
SAFADER,84
SAREŁO,84
SENDYK,84
SĘPIOŁ,84
SĘPKA,84
SHVYDKYI,84
SIDORKO,84
SIEDLOK,84
SIONKO,84
SIRYK,84
SIUDEJA,84
SKATULSKI,84
SKWARLIŃSKI,84
SPARZAK,84
SPOJDA,84
SPÓLNICKI,84
SPRUTTA,84
STAJSZCZYK,84
STANDIO,84
STARSKI,84
STECIAK,84
STEPA,84
STEPANCHUK,84
STOSZKO,84
STRZĘP,84
STUBIŃSKI,84
SUBIK,84
SVINTSITSKYI,84
SYDOW,84
SYLWANOWICZ,84
SZAFARYN,84
SZALSKI,84
SZCZUDŁOWSKI,84
SZEWERNIAK,84
SZKUAT,84
SZMIGIERO,84
SZMITKA,84
SZOBLIK,84
SZOSKA,84
SZRAMKOWSKI,84
SZUMCZYK,84
SZYBOWICZ,84
SZYMAN,84
SZYNDLAREWICZ,84
ŚCIEPURO,84
ŚWIĘTKOWSKI,84
ŚWIOKŁO,84
ŚWITACZ,84
TABĘDZKI,84
TENDAJ,84
TEWS,84
TŁOMAK,84
TOPOL,84
TORZYŃSKI,84
TRALEWSKI,84
TROŚCIŃSKI,84
TSARENKO,84
TULICKI,84
TUSTANOWSKI,84
TUTKAJ,84
TYMOWSKI,84
UDOVENKO,84
UGORSKI,84
USIŃSKI,84
VARDANYAN,84
VERHUN,84
WALISKO,84
WAŁĘCKI,84
WANATOWICZ,84
WĄCHAL,84
WENCKA,84
WERESZCZAK,84
WICHNIAREK,84
WIDACHA,84
WIERZCHOWIAK,84
WOŹNOWSKI,84
WRÓŻEK,84
WRZAŁEK,84
WYRĘBAK,84
WYSTĘPEK,84
ZUCHMAŃSKI,84
ZWĘGLIŃSKI,84
ZYSIAK,84
ŻAGIEL,84
ŻMUDOWSKI,84
ABRATAŃSKI,83
AFTANAS,83
AVDIEIEV,83
BABOWICZ,83
BACHRYJ,83
BADTKE,83
BAJUK,83
BANAS,83
BARABAS,83
BARTOSEWICZ,83
BEDRYJ,83
BELICZYŃSKI,83
BIEGUSZEWSKI,83
BIERNOT,83
BLANDZI,83
BOCER,83
BOEHM,83
BOLKOWSKI,83
BONAT,83
BORODZIEJ,83
BOSKI,83
BRACHOWSKI,83
BRAJA,83
BRATZ,83
BRONNY,83
BUBROWSKI,83
BUDZAŁEK,83
BUNDA,83
BURYŚ,83
BURZAŁA,83
CERANOWSKI,83
CHARMUSZKO,83
CHIMKOWSKI,83
CHOCHLA,83
CHODACZ,83
CHORNOBAI,83
CHOROBIŃSKI,83
CIELOSZCZYK,83
CIMOSZKO,83
CIOTA,83
CIUNEL,83
CNOTALSKI,83
CYRIS,83
CZOBOT,83
CZUBAKOWSKI,83
CZUWARA,83
CZYŻYŃSKI,83
DAĆKO,83
DANILEWSKI,83
DELMACZYŃSKI,83
DEMBICZAK,83
DORDA,83
DRAK,83
DRAWS,83
DROBIEC,83
DRUCH,83
DRYK,83
DRZENIEK,83
DUBIL,83
DUDZICKI,83
DUFAJ,83
DWORNIAK,83
DYLUS,83
DZIERLATKA,83
DZIURLIKOWSKI,83
ERDANOWSKI,83
FEDONIUK,83
FIDALI,83
FIRUT,83
FLEMMING,83
FLORCZYŃSKI,83
FULBISZEWSKI,83
GAJOWIEC,83
GALARY,83
GALBAS,83
GAŁASZKIEWICZ,83
GAŁOSZ,83
GAMBUŚ,83
GARBOCZ,83
GIERKO,83
GIZIEWSKI,83
GLUCH,83
GNICH,83
GOJLIK,83
GOLOWSKI,83
GORALCZYK,83
GRABINSKI,83
GRACKA,83
GRĄZ,83
GROSZKIEWICZ,83
GRUBALSKI,83
GRZESISTA,83
GRZĘDOWSKI,83
GURA,83
GWOZDEK,83
HALYCH,83
HAŁABURA,83
HAVRYSHCHUK,83
HAWRYŁ,83
HEJNE,83
HERASYMOV,83
HERDUŚ,83
HERMYT,83
HIRNY,83
HOMZA,83
HORDIEIEV,83
HORNY,83
HRYNYSHYN,83
HUPALO,83
JABŁONIEC,83
JANKOŚ,83
JARZYŁO,83
JEWULSKI,83
JEŻYŃSKI,83
JOCHIM,83
KACZUGA,83
KAJDANA,83
KALAS,83
KAMISIŃSKI,83
KAMIZELA,83
KAPŁAŃSKI,83
KARPICKI,83
KASZOWICZ,83
KIERSTAN,83
KIJANIA,83
KLEM,83
KLONECKI,83
KLONOWICZ,83
KŁAKUS,83
KŁAPEĆ,83
KŁEK,83
KŁYSZEWSKI,83
KNET,83
KNYBA,83
KOBYŁT,83
KOK,83
KOLANUS,83
KOŁASZEWSKI,83
KOSZCZUK,83
KOSZELAK,83
KOWALKE,83
KRONKOWSKI,83
KRUCZKIEWICZ,83
KRZOK,83
KUCIARA,83
KUCZOWICZ,83
KUDŁAWIEC,83
KUKOWIECKI,83
KUMIK,83
KUMUR,83
KUZEMCZAK,83
KWAŚKIEWICZ,83
KWON,83
LAMPERSKI,83
LEGEŻYŃSKI,83
LEJAWA,83
LEMIECHA,83
LESIEŃ,83
LIAKHOVYCH,83
LUKOSZ,83
LULKOWSKI,83
ŁASSA,83
ŁĄGIEWCZYK,83
ŁOCHOCKI,83
ŁOGIN,83
MACAŁKA,83
MACHLAŃSKI,83
MAGIELSKI,83
MALITOWSKI,83
MAMROŁ,83
MANEK,83
MAŃKUT,83
MARCHWACKI,83
MARKWART,83
MĄDRASZEK,83
MENDYGRAŁ,83
MICHAŁCZYK,83
MIELCARZEWICZ,83
MIEMCZYK,83
MISHYN,83
MORDON,83
MOTULEWICZ,83
MÓWKA,83
MURADOV,83
MUSZYTOWSKI,83
MYKHALIUK,83
MYKYTENKO,83
NAHORNIAK,83
NAJGRODZKI,83
NEVMERZHYTSKYI,83
NOWOŚWIAT,83
NOWY,83
OKAZ,83
OLEJARKA,83
OLEJEK,83
OLIZAROWICZ,83
PAŁUCZAK,83
PAN,83
PARAFIANOWICZ,83
PARFIEŃCZYK,83
PASTUSZUK,83
PEJS,83
PEL,83
PERCHEL,83
PICK,83
PIECHACZYK,83
PIECHULEK,83
PIECZUL,83
PIERGIES,83
PIERZYNKA,83
PIKURA,83
PISOWACKI,83
PLUTO,83
PŁÓCINIAK,83
POLACZKIEWICZ,83
POREMSKI,83
POSADOWSKI,83
POŚLADA,83
POTAPSKI,83
POTRZEBSKI,83
PRĄDZINSKI,83
PROTAŚ,83
PUKOWSKI,83
PUTAJ,83
PUTERNICKI,83
PYT,83
PYZALSKI,83
RAMUŚ,83
REMISIEWICZ,83
RENN,83
ROZMARYNOWICZ,83
RUDZIAK,83
RUJNER,83
RUSIŁOWSKI,83
RYBANIEC,83
RYGAŁA,83
SADLOK,83
SAMOSZUK,83
SAWARYN,83
SAWCZENKO,83
SAZON,83
SCHULZE,83
SEBESTA,83
SETLIK,83
SKŁADNIK,83
SKRECZKO,83
SKURKA,83
SMIRNOU,83
SMOLARKIEWICZ,83
SMUŁA,83
SOKUR,83
SOPOĆKO,83
STAHL,83
STANKEVYCH,83
STARYBRAT,83
STEGIENTA,83
STEPCZUK,83
STOŁECKI,83
STRACHANOWSKI,83
STRONK,83
STRYJ,83
SZERWIŃSKI,83
SZLICHTA,83
SZMACIŃSKI,83
SZTUL,83
SZULERECKI,83
SZUMLIŃSKI,83
SZUTKIEWICZ,83
SZWEBLIK,83
SZYMONA,83
ŚCIGACZ,83
ŚLOTAŁA,83
TATARCHUK,83
TELĘGA,83
TESLIA,83
TROKOWSKI,83
TRZEBNIAK,83
TYSHCHUK,83
URACZ,83
UŻAROWSKI,83
VOVCHUK,83
WALTROWSKI,83
WERSOCKI,83
WIEJOWSKI,83
WIESZAŁA,83
WILL,83
WOJCZYSZYN,83
WOJTULSKI,83
WOŁUJEWICZ,83
ZALEŃSKI,83
ZDRZAŁKA,83
ZELENIUK,83
ZIENOWICZ,83
ŻELAZNOWSKI,83
ŻELIGOWSKI,83
ŻMURKO,83
ADASIK,82
ANTON,82
BAJZERT,82
BALANT,82
BANDZIAK,82
BAŃCZEROWSKI,82
BEBKO,82
BECHCIŃSKI,82
BELCIK,82
BERNASIŃSKI,82
BIAŁUSKI,82
BILIAK,82
BISS,82
BIZIEWSKI,82
BŁAŻYKOWSKI,82
BOCZKO,82
BOŁBA,82
BRYDZIŃSKI,82
BUBIEC,82
BUJEWSKI,82
BULWAN,82
CELEJOWSKI,82
CEPLIN,82
CEPUCH,82
CHADAŁA,82
CHEBOTAR,82
CHRZEŚCIJAŃSKI,82
COJOCARU,82
COZAC,82
CUKIERDA,82
CYPARA,82
CZARNAS,82
CZERNIC,82
CZUCHNOWSKI,82
CZUDOWSKI,82
CZYKIETA,82
ĆWIL,82
DAJCZER,82
DASZYKOWSKI,82
DEJAS,82
DELIJEWSKI,82
DENERT,82
DŁUBEK,82
DOBERSZTYN,82
DOBIASZ,82
DOLIA,82
DOLUK,82
DOMAN,82
DRAMSKI,82
DROSSEL,82
DUMIŃSKI,82
DYDYK,82
DYLUŚ,82
DYMURA,82
DYNAREK,82
DYNKOWSKI,82
DZIEWIC,82
DZIURNY,82
DZWONIARKIEWICZ,82
EHRLICH,82
FEDORKO,82
FELCHNER,82
FENDRYCH,82
FIUCZEK,82
FORYSIUK,82
GAJDEROWICZ,82
GAJOSZ,82
GAŁCZYK,82
GARGULIŃSKI,82
GASZAK,82
GIEDZIUN,82
GIERMAKOWSKI,82
GŁOŚNY,82
GNIZA,82
GOCMAN,82
GREFKOWICZ,82
GRONO,82
GROSFELD,82
GRUBIZNA,82
GRUSZOWSKI,82
GRZYBKO,82
GUDERSKI,82
GULEJ,82
GUTTMANN,82
GZUBICKI,82
HAKAŁO,82
HALIBOŻEK,82
HANOWSKI,82
HART,82
HARTUNG,82
HAVRYLIV,82
HELIS,82
HILLAR,82
HUPERT,82
IGNACIK,82
INTEREWICZ,82
JAKUBOWIAK,82
JAMROCHA,82
JĘDROS,82
JÓZEF,82
JUSIEL,82
KABAK,82
KAŁACZYŃSKI,82
KANTOWICZ,82
KEPLIN,82
KĘPNIAK,82
KHADKA,82
KHASANOV,82
KIERACH,82
KIERECKI,82
KIZIELEWICZ,82
KLASSA,82
KLĘPKA,82
KLUSIEWICZ,82
KNIAZIUK,82
KNYSZYŃSKI,82
KOLOSA,82
KOMARZEWSKI,82
KOMUŃSKI,82
KOROLCHUK,82
KOROTUSZ,82
KRASIUK,82
KRASOWIAK,82
KUCZORA,82
KUKURYKA,82
KULESZEWICZ,82
KULING,82
KURDELSKI,82
LAMENTA,82
LAUK,82
LAWRENZ,82
LENGIEWICZ,82
LENIO,82
LEWIS,82
LIPOWCZAN,82
LISAJ,82
LITERA,82
LOT,82
ŁUKOWIEC,82
MACEDOŃSKI,82
MACHNACZ,82
MADEKSZA,82
MAKAŁA,82
MANIOS,82
MAŃCZUK,82
MATERNY,82
MATOWICKI,82
MATURSKI,82
MAZA,82
MENDE,82
MIC,82
MIKLUS,82
MILSKI,82
MIŃKO,82
MIŚKOWSKI,82
MODROWSKI,82
MORAWIETZ,82
MOŹDZIOCH,82
MURASZEWSKI,82
MURKOWSKI,82
MUSIAŁKOWSKI,82
MUSZELIK,82
MYŁEK,82
NAUKA,82
NAVITSKI,82
NIEWELT,82
NOSOROWSKI,82
OCHAP,82
OLECHNOWSKI,82
OPAŁKO,82
ORDYNIEC,82
OSZCZEPALIŃSKI,82
OTOMAŃSKI,82
PACHANA,82
PACZOCHA,82
PAGÓREK,82
PANDEY,82
PERDUTA,82
PERETS,82
PĘCIKIEWICZ,82
PIECIUL,82
PIĘDZIA,82
PIHAN,82
PIOCHACZ,82
PIWOWOŃSKI,82
POKRYWIECKI,82
POLCZAK,82
POŁUCH,82
POMICHTER,82
POTEMPSKI,82
PRAJSNER,82
PRINZ,82
PSTRONG,82
PUSZCZYKOWSKI,82
PYSKA,82
PYVOVAR,82
RANDZIO,82
RATUSHNIAK,82
REDZIŃSKI,82
REKIEĆ,82
REUS,82
REZULAK,82
RIABOKON,82
ROKITNICKI,82
ROLOFF,82
ROPKA,82
ROZPĘDZIK,82
RYCIUK,82
SAIKO,82
SALCZYŃSKI,82
SALI,82
SAPKOTA,82
SARNIKOWSKI,82
SELA,82
SEMBA,82
SETNIK,82
SEVERYN,82
SHRAMKO,82
SIEBYŁA,82
SIERADZIŃSKI,82
SILICKI,82
SIÓDMAK,82
SIUPIK,82
SKRAJDA,82
SKRZYDELSKI,82
SŁAWETA,82
SOTKIEWICZ,82
SOTNYK,82
SPICH,82
SPIESZ,82
SREBRZYŃSKI,82
STABIK,82
STENDERA,82
STIELER,82
STOCHLA,82
STOKWISZ,82
STROJEC,82
SUMKA,82
SUREL,82
SYZDÓŁ,82
SZABUNIA,82
SZAŁYGA,82
SZAUER,82
SZAWIEL,82
SZELACHOWSKI,82
SZMOLKE,82
SZPERNA,82
SZPOJANKOWSKI,82
SZPURKA,82
SZRAMSKI,82
ŚCIBURA,82
ŚMIDOWICZ,82
TAMM,82
THOMPSON,82
TOMKALSKI,82
TSVIHUN,82
UGNIEWSKI,82
WALEK,82
WARCZACHOWSKI,82
WARZYC,82
WERES,82
WEYCHAN,82
WICIEJOWSKI,82
WICZANOWSKI,82
WILCZYK,82
WILICKI,82
WILLMANN,82
WINCZA,82
WIŚLIŃSKI,82
WOGA,82
WOJCIESZONEK,82
WOJTUŚCISZYN,82
WUJAK,82
WYWRÓT,82
ZACHARKIEWICZ,82
ZALWERT,82
ZAMERSKI,82
ZAPRZAŁKA,82
ZDEBIAK,82
ZDUNIK,82
ZELENKO,82
ZIARNEK,82
ZIEMBOWSKI,82
ZIĘBACZ,82
ŻEROMIŃSKI,82
ALWIN,81
AMIN,81
AN,81
ANDRUSYSHYN,81
ANSZCZAK,81
ANTOSIUK,81
AZIZOV,81
BAŁAŻYK,81
BARANIOK,81
BARTWICKI,81
BARUD,81
BARYSEVICH,81
BELAK,81
BELKIEWICZ,81
BIEGANEK,81
BIELIKOV,81
BINERT,81
BIRK,81
BOJACZUK,81
BOLCZYK,81
BREITENBACH,81
BRZUZAN,81
BUBLYK,81
BUŁATEWICZ,81
BURCHACZ,81
BYRTUS,81
CEREKWICKI,81
CHAŁADAJ,81
CHOCHLEWICZ,81
CIACHOROWSKI,81
CIACIEK,81
CIECIOROWSKI,81
CIELEK,81
CIWONIUK,81
COK,81
CUDNOWSKI,81
CYMAŃSKI,81
CZELADKA,81
ÇELIK,81
DARDAS,81
DEMBCZYŃSKI,81
DEMUS,81
DONNER,81
DRELICHARZ,81
DRUĆ,81
DRZEWI,81
DUBIN,81
DUKOWICZ,81
DUNAJKO,81
DURANOWSKI,81
DYLAWERSKI,81
DYLKA,81
DYNGOSZ,81
DYTMAN,81
DZIEWIERZ,81
ELENDT,81
FAMIELEC,81
FEDIRKO,81
FELCZEREK,81
FERRA,81
FESHCHUK,81
FIAŁKA,81
FIECEK,81
FIEDZIUKIEWICZ,81
FIFER,81
FORMEJSTER,81
FRANKO,81
FUDYMA,81
FURSA,81
GAO,81
GARDYJAS,81
GAWRYL,81
GAWSKI,81
GIEŁDON,81
GIEŁŻECKI,81
GMURSKI,81
GNIEWASZEWSKI,81
GOREK,81
GORYCA,81
GORZEWSKI,81
GOTOWICZ,81
GOWIK,81
GRUCHEL,81
GRUDZIĄDZ,81
GRZENIK,81
GRZESIKOWSKI,81
GRZESIOK,81
GUDAJCZYK,81
HABIERA,81
HABROWSKI,81
HAJNCE,81
HALASTRA,81
HAMERLIŃSKI,81
HANDEREK,81
HAUS,81
HOLUK,81
HOŁDYS,81
HOŃCA,81
HORMAŃSKI,81
HRYNISZYN,81
HRYWNIAK,81
HUMAJ,81
HUTKOWSKI,81
INDEKA,81
IWANCZEWSKI,81
JABŁCZYŃSKI,81
JAGIELNICKI,81
JAGLEWICZ,81
JAKSZUK,81
JAZGARSKI,81
JEMIOŁEK,81
JENDRYCH,81
JUNKER,81
KAJDANIAK,81
KALĘBA,81
KAŁACH,81
KARAMUZ,81
KARATYSZ,81
KASHCHUK,81
KASZLEWICZ,81
KAZUŁA,81
KIĆ,81
KIELMAS,81
KIERDELEWICZ,81
KLAWA,81
KLEPACZKO,81
KLIMACKI,81
KLUPIEĆ,81
KNITER,81
KOCIAŁKOWSKI,81
KOKOSA,81
KOLAR,81
KOŁOWIECKI,81
KOŁPACZYŃSKI,81
KONACHOWICZ,81
KOPIŚ,81
KORNOSZ,81
KOSMELA,81
KOSZKUL,81
KRIUKOV,81
KRZYSZTAŁOWICZ,81
KŚCIUCZYK,81
KUKIEL,81
KUPA,81
KUREC,81
KURLANC,81
KURPAN,81
KWIECIAK,81
KWIL,81
LADOWSKI,81
LAPIN,81
LIANG,81
LIMAN,81
LITWIC,81
ŁANOWY,81
ŁĘGOWIAK,81
ŁUCAK,81
ŁYSIUK,81
ŁYSKA,81
ŁYSZCZYŃSKI,81
MANDA,81
MARANOWSKI,81
MARCHELEK,81
MAŚLEWSKI,81
MATELAK,81
MICHCIK,81
MICUDA,81
MIĆKO,81
MIKELADZE,81
MIOSKOWSKI,81
MOROZOW,81
MREŃCA,81
MROZEK GLISZCZYŃSKI,81
MROZKOWIAK,81
MŚCIWUJEWSKI,81
MUNDZIK,81
NEŚCIOR,81
NICKI,81
NIEMASIK,81
OLKUSZ,81
OPIELKA,81
ORANIEC,81
ORLEWICZ,81
OSOWIEC,81
OSTAFIICHUK,81
OSTROWIECKI,81
OTLIK,81
PAŁECKI,81
PANICZKO,81
PARZOCH,81
PASTEWKA,81
PATERA,81
PAULOUSKI,81
PETRYCKI,81
PHILIPP,81
PIELARZ,81
PILAT,81
PILUŚ,81
PLATONOV,81
PLOMBON,81
POCAŁUJKO,81
PODUFALSKI,81
POKLĘKOWSKI,81
POPIAK,81
POSIAK,81
POSIŁEK,81
POTENTAS,81
POTRAWA,81
POTRĘĆ,81
PÓŁTORZYCKI,81
PRAGNĄCY,81
PROCHASKA,81
PRZYSŁO,81
PULNAR,81
RACHOWICZ,81
RACIŃSKI,81
RACZYŁO,81
RANECKI,81
RASZ,81
REJMANOWSKI,81
REKUĆ,81
RIETZ,81
RIGGA,81
ROMAK,81
ROPSKI,81
ROTARU,81
RUŻYŁO,81
SADLIŃSKI,81
SAKALOUSKI,81
SAWCZYK,81
SCHARMACH,81
SERWACKI,81
SIERGIEJUK,81
SIERHEJ,81
SIERPNIAK,81
SIERZCHUŁA,81
SIMINIAK,81
SIŃCZAK,81
SIODA,81
SIUŚTA,81
SKORODZIEŃ,81
SKORZYCKI,81
SKÓRECKI,81
SKRYPNIK,81
SKRZECZEK,81
SMARŻEWSKI,81
SMETANA,81
SOŁOWIANIUK,81
SOWIECKI,81
SPISZ,81
STANIURSKI,81
STARYK,81
STEPUCH,81
STOCZYŃSKI,81
STRĘBSKI,81
STRZODKA,81
SWOSZOWSKI,81
SYGNECKI,81
SYMELA,81
SZAJRYCH,81
SZCZERBUK,81
SZKOLNIK,81
SZPERKA,81
SZUCA,81
SZUĆKO,81
ŚLIFIRCZYK,81
ŚMIEJCZAK,81
ŚPIEWLA,81
ŚWIEREK,81
TANISTRA,81
TEREKHOV,81
TĘŻYCKI,81
TOBOROWICZ,81
TORUŃCZAK,81
TROTSENKO,81
TROWSKI,81
TRZĘSIMIECH,81
TUSZ,81
TYMPALSKI,81
ULICHNOWSKI,81
UŁASIEWICZ,81
UNISZEWSKI,81
VORONTSOV,81
WACKO,81
WAWIERNIA,81
WCZASEK,81
WEDER,81
WESSEL,81
WESSERLING,81
WIEDRO,81
WIŚNY,81
WITAŁA,81
WROMBEL,81
WULKIEWICZ,81
WYLECIAŁ,81
WYLĘGA,81
ZACHWIEJ,81
ZARITSKYI,81
ZGÓRKA,81
ZUBAL,81
ZYGAR,81
ZYMON,81
ZYSZCZAK,81
ŻELAWSKI,81
ANCZYK,80
ANCZYKOWSKI,80
ANDRYCHIEWICZ,80
ANDRZEJKIEWICZ,80
ANTONOW,80
BALBUZA,80
BANDUROWSKI,80
BARBARA,80
BARUL,80
BARŻYKOWSKI,80
BELZYT,80
BIŁAN,80
BIŁDA,80
BLASKI,80
BŁĘDEK,80
BOGOŃ,80
BORTO,80
BRANDEBURG,80
BREJNA,80
BRESZKA,80
BRUDECKI,80
BURACZEK,80
CEJMAN,80
CHABINKA,80
CHAJDUK,80
CHATŁAS,80
CHEKH,80
CHOJOWSKI,80
CHORCHOS,80
CHUĆ,80
CIARCZYŃSKI,80
CIELEC,80
CIEMNOCZOŁOWSKI,80
CIOĆ,80
CLARKE,80
CYGNAROWICZ,80
CZEMIEROWSKI,80
CZYRKA,80
CZYSTY,80
DAŃKÓW,80
DAO,80
DELCZYK,80
DEMEDIUK,80
DEMUTH,80
DĘDYS,80
DOBUCKI,80
DUBCZYK,80
DUCZYMIŃSKI,80
DUDOŃ,80
DULNIAK,80
DYBISZ,80
DYMCZAK,80
ERTMAŃSKI,80
FEDCHUK,80
FIJEWSKI,80
FINGAS,80
FLUDA,80
FOSZCZYŃSKI,80
FUSIK,80
GARCZORZ,80
GERBER,80
GESING,80
GIEŁZAK,80
GIREK,80
GNIAŹ,80
GODERSKI,80
GOŁASKI,80
GOŁOWACZ,80
GORAJEWSKI,80
GÓRNI,80
GRAJZER,80
GRANOS,80
GRĄDZ,80
GRECZKA,80
GROTKIEWICZ,80
GRYZIAK,80
GRZEJKA,80
GURCZYŃSKI,80
HARAŹNY,80
HARCIAREK,80
HEINTZE,80
HENRYKOWSKI,80
HLUCHNIK,80
HOJNOWSKI,80
HOLOVIN,80
HYC,80
IŁENDO,80
IWANISZYN,80
JAKŚ,80
JASIC,80
JĄDRZYK,80
JĘDRASIEWICZ,80
JĘSIAK,80
JONECKO,80
JONIO,80
JURCZYGA,80
JURGIEWICZ,80
JUŹWIN,80
KAFLIK,80
KALAMAT,80
KAŁECKI,80
KAMASZEWSKI,80
KAPYŚ,80
KARBOWNICZYN,80
KARCZMARCZUK,80
KAREWICZ,80
KASYNA,80
KASZUB,80
KATRYCH,80
KĄPIELSKI,80
KENDRA,80
KĘDRAK,80
KHOKHLOV,80
KHRUSHCH,80
KICLER,80
KIEREPA,80
KIERUCZENKO,80
KLAJNA,80
KLAMER,80
KLOFCZYŃSKI,80
KŁĘBOKOWSKI,80
KŁOSSOWSKI,80
KNIEJSKI,80
KOBIENIA,80
KOBYLAREK,80
KOLINKO,80
KOŁPACZEWSKI,80
KOŁTAN,80
KOMICZ,80
KOMORZYCKI,80
KONIECZKOWSKI,80
KONIORCZYK,80
KONRADOWSKI,80
KOPACZEL,80
KOSHOVYI,80
KOSNOWSKI,80
KOSYRA,80
KOSZUCKI,80
KOTLIK,80
KOZACZKIEWICZ,80
KOZIEŁŁO,80
KOZOŁUP,80
KRASZCZYŃSKI,80
KRAŚNIAK,80
KRĘŹLEWICZ,80
KRUSZKO,80
KUBOSZ,80
KULAWINEK,80
KULINA,80
KULUPA,80
KURNAT,80
KWIECISZEWSKI,80
LABUN,80
LAGA,80
LIETZAU,80
LIRA,80
LOC,80
LOPKO,80
LUBIECKI,80
ŁOPUCKI,80
ŁOZAK,80
ŁUKIANIUK,80
MACHNA,80
MAJCHERKIEWICZ,80
MALENTA,80
MALITA,80
MARCOLA,80
MARENDOWSKI,80
MARONDEL,80
MARYSZCZAK,80
MAŚLANIEC,80
MAŚNIK,80
MATANOWSKI,80
MATAŚKA,80
MATRYBA,80
MATSKEVICH,80
MATULIS,80
MAZURO,80
MGLEJ,80
MIASKOWSKI,80
MICHNIOWSKI,80
MIEŃKOWSKI,80
MIŁOBĘDZKI,80
MINIAILO,80
MIRCZAK,80
MISIK,80
MOKRACKI,80
MORAWCZYŃSKI,80
MORDASZEWSKI,80
MOROŃCZYK,80
MÓJTA,80
MRUG,80
MUJTA,80
MUŻYŁO,80
MYCH,80
MYKOWSKI,80
MYŚLEWSKI,80
NIEBOREK,80
NIESLER,80
NOREMBERG,80
OLEŃCZUK,80
OPALKO,80
ORĘZIAK,80
OSTROGA,80
OŹDZIŃSKI,80
PAPOŃ,80
PARIS,80
PARYŚ,80
PASZTOR,80
PĄPKA,80
PENDRAK,80
PETERWAS,80
PETRYCHENKO,80
PIECHEL,80
PIEPIORA,80
PIETRUKANIEC,80
PŁUŻEK,80
POBOŻNIAK,80
PODWOJSKI,80
POKUSIŃSKI,80
POKUTA,80
POLETYŁO,80
POŁUJAŃSKI,80
POSPISZYŁ,80
PRIADKO,80
PRZERACKI,80
PRZYNOGA,80
PYŁKO,80
PYŹ,80
RADLICA,80
RADZIWOŃSKI,80
RAMBIERT,80
RAMENDA,80
RAROK,80
REMPLEWICZ,80
RETEL,80
REVENKO,80
RODOWSKI,80
ROSZCZYNIALSKI,80
ROZMYŚLAK,80
RUCZAJ,80
RUKS,80
RUSKOWIAK,80
RUSOWICZ,80
RYDZOWSKI,80
RZODECZKO,80
RZYMAN,80
SAMBORA,80
SANIUK,80
SAVCHAK,80
SCHRŐDER,80
SEGAL,80
SEMKÓW,80
SEROWSKI,80
SHAINIDZE,80
SIERUGA,80
SIMONYAN,80
SKALIMOWSKI,80
SKOCZYPIEC,80
SKURATKO,80
SŁYŻ,80
SMOTRYŚ,80
SOCHACZ,80
SOTEL,80
STANIOCH,80
STELMASIŃSKI,80
STEPKA,80
STOGNIEW,80
STRYZHAK,80
STRZEDUŁA,80
STRZELAK,80
SULANOWSKI,80
SYSIK,80
SZACHEWICZ,80
SZACIK,80
SZALCZYŃSKI,80
SZCZEPONIK,80
SZCZYRA,80
SZELKOWSKI,80
SZEPCZYŃSKI,80
SZLEPER,80
SZMELC,80
SZOSTKOWSKI,80
SZPRUTA,80
SZWAJDYCH,80
SZWANKE,80
SZYMACZEK,80
SZYMALAK,80
SZYMCZYCHA,80
SZYMEK,80
SZYPKOWSKI,80
ŚRÓDA,80
ŚWIEJKOWSKI,80
ŚWIRGOŃ,80
TAŁAJCZYK,80
TELINGA,80
TĘSNY,80
TOFILSKI,80
TRACEWSKI,80
TRINH,80
TRÓJNIAK,80
TRUDZIŃSKI,80
TRZEŚNIAK,80
TYBLEWSKI,80
WACEWICZ,80
WALENTYN,80
WARCHOLIK,80
WASZELEWSKI,80
WAWRZYNIECKI,80
WAWRZYŃCZUK,80
WĄWOŹNY,80
WEDZIUK,80
WIDEROWSKI,80
WIECHNO,80
WIENCZEK,80
WIERZBIC,80
WIERZCHANOWSKI,80
WIERZCHOŚ,80
WILDNER,80
WINIEWSKI,80
WŁODYGA,80
WOJCIUSZKIEWICZ,80
WOTLIŃSKI,80
WÓJSIK,80
WRANIK,80
WYCHOWSKI,80
WYGRALAK,80
ZABIELNY,80
ZACIERA,80
ZADYLAK,80
ZAPRZALSKI,80
ZASUCHA,80
ZATOKA,80
ZHADAN,80
ZINKEL,80
ZNOSKO,80
ZUBCZYŃSKI,80
ZYBOWSKI,80
ZYDEK,80
ZYDOROWICZ,80
ŻĄDŁOWSKI,80
ŻOŁĘDZIEJEWSKI,80
ŻWAWIAK,80
ŻYWINA,80
ART,79
BAĆKO,79
BADERA,79
BAŁAMUCKI,79
BAMBURSKI,79
BANDOŁA,79
BARTH,79
BARTSCH,79
BENEDYKCIŃSKI,79
BENEDYKCIUK,79
BEWICZ,79
BIAŁOGŁOWICZ,79
BISIALSKI,79
BLACHNIK,79
BŁANIK,79
BODNARIUK,79
BOLEWICZ,79
BOROSZKO,79
BUBIŃSKI,79
BUKOWICZ,79
BUŻEK,79
CHOŁDA,79
CHOŁKO,79
CHRABĄSZCZEWSKI,79
CHWASTYNIAK,79
CIACHOWSKI,79
CIELESZ,79
CIELICKI,79
CIŹLA,79
CYGNAR,79
CZAPOWSKI,79
CZEPIL,79
